"","Bil.","No..Daftar","No..Lesen","Nama.Pemegang.Lesen","Nama.Premis","Alamat.Premis","Tarikh.Lesen.Dikeluarkan","Tarikh.Kuatkuasa.Lesen","Tarikh.Luput.Lesen","Tarikh.Pembatalan.lesen","Jenis.Perniagaan","latitude","longitude","geo_method"
"261",261,"PA0261/2021",23352,"ONG HEAN KOOI","LIANGTRACO & SONS SDN BHD [LIANGTRACO SDN BHD]","22,Jalan Pintal Tali,10100,Georgetown,Timur Laut,Pulau Pinang","1/12/2020","1/1/2021","31/12/2021","","Borong",5.4167226,100.3338811,"osm"
"262",262,"PA0262/2021",23353,"ONG IT SEANG","NUTRICIENT RX SDN BHD [GEORGETOWN PHARMACY ]","1,Jalan Ong Yi How,13400,Butterworth,Seberang Perai Utara,Pulau Pinang","1/12/2020","1/1/2021","31/12/2021","","Runcit",5.4311371,100.397003,"osm"
"263",263,"PA0263/2021",23354,"LIM SIN WEI","Loh Guan Lye and Sons Sdn Bhd [Loh Guan Lye Specialists Centre]","19 & 21,Jalan Logan,10400,Georgetown,Timur Laut,Pulau Pinang","1/12/2020","1/1/2021","31/12/2021","","Runcit",5.42055705,100.317936153564,"osm"
"264",264,"PA0264/2021",23355,"CHEAH SIANG CHIA","ENHANCE PHARMACY SDN BHD","7,Lorong Seri Impian 2, Taman Seri Impian,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","1/12/2020","1/1/2021","31/12/2021","","Runcit",5.3172583,100.4782817,"osm"
"265",265,"PA0265/2021",23356,"SAEDAH BINTI HAJI ZAKARIA","Farmasi Asnaf","2635,Jalan Hashim Awang,13300,Tasek Gelugor,Seberang Perai Utara,Pulau Pinang","1/12/2020","1/1/2021","31/12/2021","","Runcit",5.4784629,100.5013351,"osm"
"266",266,"PA0266/2021",23357,"KEH CHUI LAY@KEH CHUI LAYE","LOH GUAN LYE & SONS SDN BHD [LOH GUAN LYE SPECIALIST CENTRE]","238,Jalan Macalister,10400,Georgetown,Timur Laut,Pulau Pinang","1/12/2020","1/1/2021","31/12/2021","","Runcit",5.4201691,100.318096491066,"osm"
"267",267,"PA0267/2021",23358,"LAU OOI LENG","Chaileng Park Pharmacy S/B","35,Medan Kurau 1, Taman Chai Leng,13700,Perai,Seberang Perai Tengah,Pulau Pinang","1/12/2020","1/1/2021","31/12/2021","","Runcit",5.3852634,100.391041,"osm"
"268",268,"PA0268/2021",23359,"TEH GEO MIN","FARMASI KOTA PERMAI SDN. BHD. [FARMASI KOTA PERMAI]","48,Lorong Kota Permai 11, Taman Kota Permai,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","1/12/2020","1/1/2021","31/12/2021","","Runcit",5.3417826,100.4599654,"osm"
"269",269,"PA0269/2021",23363,"KHOR KOOI PENG","GR2 PHARMACY SDN BHD [GREEN RIVER PHARMACY]","43-1,Lintang Batu Maung,11960,Batu Maung,Barat Daya,Pulau Pinang","1/12/2020","1/1/2021","31/12/2021","","Runcit",5.2883667,100.2819423,"osm"
"270",270,"PA0270/2021",23361,"KHAW KAR JUN","Island Hospital Sdn Bhd [Island Hospital]","308,Jalan Macalister,10450,Georgetown,Timur Laut,Pulau Pinang","1/12/2020","1/1/2021","31/12/2021","","Runcit",5.42229135,100.314028199346,"osm"
"271",271,"PA0271/2021",23362,"LIM SOO PENG","Yeam Heng Trading Co. [Syarikat Perniagaan Yeam Heng]","1770,Jalan Kulim,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","1/12/2020","1/1/2021","31/12/2021","","Borong & Runcit",5.3493713,100.4805551,"osm"
"272",272,"PA0272/2021",23364,"MASYITHAH BINTI AHMAD ZAIDI","NADI CARE ADVANCE PHARMACY [FARMASI NADI CARE ADVANCE]","1306,Jalan Besar, Taman Rasaria,14200,Sungai Bakap,Seberang Perai Selatan,Pulau Pinang","3/12/2020","1/1/2021","31/12/2021","","Runcit",5.221026,100.4979879,"google"
"273",273,"PA0273/2021",23365,"ELIZA SURYATI BINTI SALLEH","FARMASI ERA ZAMAN SDN BHD [FARMASI ERA ZAMAN SDN BHD]","1199,Pekan Penaga,13100,Penaga,Seberang Perai Utara,Pulau Pinang","3/12/2020","1/1/2021","31/12/2021","","Runcit",5.5270689,100.3809499,"google"
"274",274,"PA0274/2021",23366,"OOI YONG JING","HJE HEALTHCARE [HJE HEALTHCARE]","77-1-39 PENANG TIMES SQUARE,Jalan Dato Keramat,10150,Georgetown,Timur Laut,Pulau Pinang","3/12/2020","1/1/2021","31/12/2021","","Borong",5.412176,100.3256387,"google"
"275",275,"PA0275/2021",23367,"YAP MUI KEOK","Wellings Pill House Sdn Bhd [Georgetown Pharmacy]","31,Jalan Utama,10460,Georgetown,Timur Laut,Pulau Pinang","3/12/2020","1/1/2021","31/12/2021","9/7/2021","Runcit",5.4304872,100.2992393,"osm"
"276",276,"PA0276/2021",23368,"LIM KAH KIAT","SIMPLE LIFE PHARMACY SDN BHD [GEORGETOWN PHARMACY]","132-GF & 134-GF,Jalan Macalister,10400,Georgetown,Timur Laut,Pulau Pinang","3/12/2020","1/1/2021","31/12/2021","","Runcit",5.4175541,100.3213486,"google"
"277",277,"PA0277/2021",23369,"CH'NG KIM HOOI","Wellings Pill House Sdn Bhd [Georgetown Pharmacy]","31,Jalan Utama,10460,Georgetown,Timur Laut,Pulau Pinang","3/12/2020","1/1/2021","31/12/2021","","Runcit",5.4304872,100.2992393,"osm"
"278",278,"PA0278/2021",23370,"KWEH BEE HAR","Watson's Personal Care Stores Sdn Bhd","170-B1-19,Gurney Plaza, Persiaran Gurney,10250,Georgetown,Timur Laut,Pulau Pinang","3/12/2020","1/1/2021","31/12/2021","","Runcit",5.4307099,100.3195575,"google"
"279",279,"PA0279/2021",23371,"HIEW KIM SAN @ KENNETH HIEW","Farmasi Paya Terubong Sdn. Bhd. [Farmasi Paya Terubong Sdn. Bhd.]","22-L, Mukim 14,Jalan Paya Terubong,11060,Air Itam,Timur Laut,Pulau Pinang","3/12/2020","1/1/2021","31/12/2021","","Runcit",5.3783759,100.2746658,"google"
"280",280,"PA0280/2021",23372,"ABDUL RAHMAN BIN ABDUL RAZAK","TERAPUTICS SDN BHD [TERAPUTICS SDN BHD]","LOT 10 & 11,Perda Industrial Park, Lorong IKS Simpang Ampat B,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang","3/12/2020","1/1/2021","31/12/2021","","Borong",5.26508,100.47411,"google"
"281",281,"PA0281/2021",23373,"AE SAW THING","Pure Pharmacy Sdn Bhd [Pure Pharmacy Sdn Bhd]","1,Jalan Mayang Pasir, Sunshine Square Bayan Baru Supermarket,11950,Bayan Baru,Barat Daya,Pulau Pinang","3/12/2020","1/1/2021","31/12/2021","","Runcit",5.3264732,100.2873459,"google"
"282",282,"PA0282/2021",23374,"TAN SHI ZU","Loh Guan Lye and Sons Sdn Bhd [Loh Guan Lye Specialists Centre]","19 & 21,Jalan Logan,10400,Georgetown,Timur Laut,Pulau Pinang","3/12/2020","1/1/2021","31/12/2021","","Runcit",5.42055705,100.317936153564,"osm"
"283",283,"PA0283/2021",23375,"NG YUN MEI","AEON Co. (M) Bhd [AEON Wellness Pharmacy]","LG 85,Queensbay Mall, Persiaran Bayan Indah,11900,Bayan Lepas,Barat Daya,Pulau Pinang","3/12/2020","1/1/2021","31/12/2021","","Runcit",5.3331774,100.3066084,"google"
"284",284,"PA0284/2021",23376,"TEOH PAIK LOON","DY Healthcare Sdn Bhd [Farmasi DY Healthcare Sdn Bhd]","596G,Jalan Jelutong,11600,Georgetown,Timur Laut,Pulau Pinang","3/12/2020","1/1/2021","31/12/2021","","Borong & Runcit",5.3989347,100.3206809,"osm"
"285",285,"PA0285/2021",23377,"NG JING-XIN","WATSON'S PERSONAL CARE STORES SDN BHD","G47,GF, AEON MALL BUKIT MERTAJAM,Jalan Rozhan, Alma,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","3/12/2020","1/1/2021","31/12/2021","","Runcit",5.3204299,100.4783255,"google"
"286",286,"PA0286/2021",23378,"TAN HUI MIN","City Healthcare Pharmacy (Air Itam) Sdn Bhd [City Healthcare Pharmacy]","606-A,Jalan Paya Terubong,11500,Air Itam,Timur Laut,Pulau Pinang","3/12/2020","1/1/2021","31/12/2021","","Runcit",5.4019168,100.2783612,"osm"
"287",287,"PA0287/2021",23379,"LIM KOON KEAT","City Healthcare Pharmacy (Farlim) Sdn. Bhd. [City Healthcare Pharmacy]","32A,Lintang Angsana,11600,Farlim,Timur Laut,Pulau Pinang","3/12/2020","1/1/2021","31/12/2021","","Runcit",5.3883685,100.2823686,"osm"
"288",288,"PA0288/2021",23380,"TAN MUI JOO","Guardian Health & Beauty Sdn Bhd [GUARDIAN]","170-B1-39,Gurney Plaza, Persiaran Gurney,10250,Georgetown,Timur Laut,Pulau Pinang","3/12/2020","1/1/2021","31/12/2021","22/02/2021","Runcit",5.4406182,100.3087029,"google"
"289",289,"PA0289/2021",23381,"TAN PENG LAM","Good Neighbour Pharmacy [Farmasi Good Neighbour]","5006,Jalan New Ferry,12100,Butterworth,Seberang Perai Utara,Pulau Pinang","3/12/2020","1/1/2021","31/12/2021","","Runcit",5.3993962,100.3743277,"osm"
"290",290,"PA0290/2021",23382,"BRIAN TAN PENG HAN","PURE PHARMACY SDN BHD","Lot 1-04 & 1-10, Ground Floor, Wisma Central, No.41,Jalan Macalister,10400,Georgetown,Timur Laut,Pulau Pinang","7/12/2020","1/1/2021","31/12/2021","","Runcit",5.4146141,100.3266791,"google"
"291",291,"PA0291/2021",23383,"SANGIDAA D/O RAMAN","Howe Cheang Medical Supply Sdn.Bhd. [Farmasi Howe Cheang Medical Supply Sdn.Bhd.]","454,Jalan Penang,10000,Georgetown,Timur Laut,Pulau Pinang","7/12/2020","1/1/2021","31/12/2021","","Runcit",5.4168619,100.3302008,"osm"
"292",292,"PA0292/2021",23384,"LOH YEE CING","CITY HEALTHCARE PHARMACY (TG. TOKONG) SDN BHD","50F-1,Jalan Fettes, Tanjung Tokong,11200,Tanjong Bungah,Timur Laut,Pulau Pinang","7/12/2020","1/1/2021","31/12/2021","","Runcit",5.4532717,100.3015359,"google"
"293",293,"PA0293/2021",23385,"TEH SHIN HOOI","Loh Guan Lye and Sons Sdn Bhd [Loh Guan Lye Specialists Centre]","19 & 21,Jalan Logan,10400,Georgetown,Timur Laut,Pulau Pinang","7/12/2020","1/1/2021","31/12/2021","","Runcit",5.42055705,100.317936153564,"osm"
"294",294,"PA0294/2021",23386,"AMIRUDDIN BIN MOHAMED ISA","Pharmaniaga Logistics Sdn Bhd [Pharmaniaga Logistics Sdn Bhd]","1,3 & 5,Lorong IKS Juru 8, Taman Perindustrian Ringan Juru,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang","7/12/2020","1/1/2021","31/12/2021","","Borong",5.3099014,100.4320799,"google"
"295",295,"PA0295/2021",23387,"JOANNE LIM PHAIK KIT","Adventist Hospital & Clinic Services (M) [Penang Adventist Hospital]","465,Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang","7/12/2020","1/1/2021","31/12/2021","","Runcit",5.4314119,100.304825698411,"osm"
"296",296,"PA0296/2021",23388,"LEE WEI WEI","VCARE PHARMACY","6926 GF & 6926 1st Floor,Jalan Ong Yi How,13400,Butterworth,Seberang Perai Utara,Pulau Pinang","7/12/2020","1/1/2021","31/12/2021","","Runcit",5.43546,100.3882859,"google"
"297",297,"PA0297/2021",23389,"NG AH HOO","Farmasi Ara Jaya [Farmasi Ara Jaya]","268-G,Jalan Dato Ismail Hashim,11900,Bayan Lepas,Barat Daya,Pulau Pinang","7/12/2020","1/1/2021","31/12/2021","","Runcit",5.3208614,100.2714742,"osm"
"298",298,"PA0298/2021",23390,"CHEW YI JEAN","NUTRICIENT RX SDN BHD [GEORGETOWN PHARMACY ]","1,Jalan Ong Yi How,13400,Butterworth,Seberang Perai Utara,Pulau Pinang","7/12/2020","1/1/2021","31/12/2021","","Runcit",5.4311371,100.397003,"osm"
"299",299,"PA0299/2021",23391,"ANDREW CHAN SZE CHUNG","Pai Wang Pharmacy Sdn Bhd [Farmasi Pai Wang]","1206,Jalan Besar Sungai Bakap,14200,Sungai Jawi,Seberang Perai Selatan,Pulau Pinang","7/12/2020","1/1/2021","31/12/2021","","Runcit",5.2207563,100.4979013,"google"
"300",300,"PA0300/2021",23392,"KHAW CHIA PHING","Adventist Hospital & Clinic Services (M) [Penang Adventist Hospital]","465,Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang","7/12/2020","1/1/2021","31/12/2021","","Runcit",5.4314119,100.304825698411,"osm"
"301",301,"PA0301/2021",23393,"HUNG YUK MUN","De Care Pharmacy [Farmasi De Care Pharmacy]","85-G-18,Jalan Sungai Dua,11700,Gelugor,Timur Laut,Pulau Pinang","7/12/2020","1/1/2021","31/12/2021","","Runcit",5.3543222,100.3054112,"google"
"302",302,"PA0302/2021",23394,"CHEW NING","Pure Pharmacy","29-1-7,,Jalan Paya Terubong,11900,Bayan Lepas,Barat Daya,Pulau Pinang","7/12/2020","1/1/2021","31/12/2021","","Runcit",5.332343,100.275549,"google"
"303",303,"PA0303/2021",23395,"OOI KHOON CHONG","Wise Pharmacy Sdn Bhd [Wise Pharmacy Sdn Bhd]","5093,Jalan Telaga Air,12200,Butterworth,Seberang Perai Utara,Pulau Pinang","7/12/2020","1/1/2021","31/12/2021","","Runcit",5.4142313,100.3785893,"osm"
"304",304,"PA0304/2021",23396,"DUHASHINEY A/P VEERA SUNDARAN","CHONG PHARMACY SDN BHD [CHONG PHARMACY]","48,Jalan Keruing, Kawasan Perniagaan Simpang Ampat,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang","7/12/2020","1/1/2021","31/12/2021","","Runcit",5.278556,100.477122,"osm"
"305",305,"PA0305/2021",23397,"SOO HUI TENG","Malaysian Pharmaceutical Industries Sdn Bhd","Plot 14,Lebuhraya Kampung Jawa,11900,Bayan Lepas,Barat Daya,Pulau Pinang","7/12/2020","1/1/2021","31/12/2021","","Borong",5.3178989,100.2951483,"google"
"306",306,"PA0306/2021",23398,"MICHELLE YEOH YENN LYNN","Syarikat Tunas Pantai Sdn Bhd (Pantai Hospital Penang) [Pantai Hospital Penang]","82,Jalan Tengah,11900,Bayan Lepas,Barat Daya,Pulau Pinang","7/12/2020","1/1/2021","31/12/2021","","Runcit",5.32140215,100.282278347789,"osm"
"307",307,"PA0307/2021",23399,"STANLEY POH YIK JUIN","B.BRAUN MEDICAL INDUSTRIES SDN. BHD [B. BRAUN]","N/A,Bayan Lepas Free Industrial Zone (Fasa 2),11900,Bayan Lepas,Barat Daya,Pulau Pinang","7/12/2020","1/1/2021","31/12/2021","","Borong",5.308987,100.2832409,"google"
"308",308,"PA0308/2021",23400,"DURGA DEVI A/P PERMALU","PURE PHARMACY SDN BHD [PURE PHARMACY]","88,Jalan Penang,10000,Georgetown,Timur Laut,Pulau Pinang","7/12/2020","1/1/2021","31/12/2021","","Borong & Runcit",5.4168619,100.3302008,"osm"
"309",309,"PA0309/2021",23401,"KEU HENG CHAO","AXIS PHARMACY","129,Jalan Burma,10050,Georgetown,Timur Laut,Pulau Pinang","7/12/2020","1/1/2021","31/12/2021","","Runcit",5.4213519,100.3247307,"osm"
"310",310,"PA0310/2021",23402,"CHOY SIEW PENG","LOH GUAN LYE & SONS SDN BHD [LOH GUAN LYE SPECIALIST CENTRE]","238,Jalan Macalister,10400,Georgetown,Timur Laut,Pulau Pinang","7/12/2020","1/1/2021","31/12/2021","","Runcit",5.4201691,100.318096491066,"osm"
"311",311,"PA0311/2021",23403,"LAI PEI THONG","B.BRAUN MEDICAL INDUSTRIES SDN. BHD [B. BRAUN]","N/A,Bayan Lepas Free Industrial Zone (Fasa 2),11900,Bayan Lepas,Barat Daya,Pulau Pinang","7/12/2020","1/1/2021","31/12/2021","","Borong",5.308987,100.2832409,"google"
"312",312,"PA0312/2021",23404,"PRIYAH A/P WILSON","B.BRAUN MEDICAL INDUSTRIES SDN. BHD [B. BRAUN]","N/A,Bayan Lepas Free Industrial Zone (Fasa 2),11900,Bayan Lepas,Barat Daya,Pulau Pinang","7/12/2020","1/1/2021","31/12/2021","","Borong",5.308987,100.2832409,"google"
"313",313,"PA0313/2021",23405,"ENG CHEIW CHEW","FARMASI TANJUNG BUNGAH","2H-G,Jalan Lembah Permai,11200,Tanjong Bungah,Timur Laut,Pulau Pinang","7/12/2020","1/1/2021","31/12/2021","","Runcit",5.464587,100.280209,"google"
"314",314,"PA0314/2021",23406,"NAH BEE CHYI","GREEN TREES PHARMACY SDN BHD [GEORGETOWN PHARMACY]","104,Jalan Besar,11000,Balik Pulau,Barat Daya,Pulau Pinang","7/12/2020","1/1/2021","31/12/2021","","Runcit",5.3514201,100.2357161,"google"
"315",315,"PA0315/2021",23407,"TEOH CHIN SEE","Island Hospital Sdn Bhd [Island Hospital]","308,Jalan Macalister,10450,Georgetown,Timur Laut,Pulau Pinang","8/12/2020","1/1/2021","31/12/2021","","Runcit",5.42229135,100.314028199346,"osm"
"316",316,"PA0316/2021",23408,"NUR FARAH WAHIDA BINTI MOHD SAFKI","MYANGKASA FARMASI SDN BHD [COOP Farmasi]","No 31,Jalan Dagangan 11, Pusat Bandar Bertam Perdana,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang","8/12/2020","1/1/2021","31/12/2021","","Runcit",5.5173483,100.4460642,"osm"
"317",317,"PA0317/2021",23409,"SHARLENE BEH SUET SHING","Guardian Health & Beauty Sdn. Bhd. [GUARDIAN PHARMACY]","126, GROUND FLOOR PENANG PLAZA,Jalan Burma,10050,Georgetown,Timur Laut,Pulau Pinang","8/12/2020","1/1/2021","31/12/2021","","Runcit",5.4214224,100.325119,"google"
"318",318,"PA0318/2021",23410,"TEH YIEH SYIN","GREEN TREES PHARMACY SDN BHD [GEORGETOWN PHARMACY]","104,Jalan Besar,11000,Balik Pulau,Barat Daya,Pulau Pinang","9/12/2020","1/1/2021","31/12/2021","","Runcit",5.3514201,100.2357161,"google"
"319",319,"PA0319/2021",23411,"AHMAD KAMAL ARIFFIN BIN ABDUL JAMIL","AFIMI HEALTHCARE [FARMASI AFIMI]","23,JALAN KOMERSIAL 2, PUSAT KOMERSIAL TASEK GELUGOR,13300,Tasek Gelugor,Seberang Perai Utara,Pulau Pinang","9/12/2020","1/1/2021","31/12/2021","","Runcit",5.484313,100.48904,"google"
"320",320,"PA0320/2021",23412,"TAN HOOI NI","GREEN TREES PHARMACY SDN BHD [GEORGETOWN PHARMACY]","104,Jalan Besar,11000,Balik Pulau,Barat Daya,Pulau Pinang","9/12/2020","1/1/2021","31/12/2021","","Runcit",5.3514201,100.2357161,"google"
"321",321,"PA0321/2021",23413,"CHENG MEOW YU","B Braun Medical Supplies Sdn Bhd [B Braun]","N/A,Bayan Lepas Free Industrial Zone,10810,Bayan Lepas,Barat Daya,Pulau Pinang","9/12/2020","1/1/2021","31/12/2021","","Borong",5.308987,100.2832409,"google"
"322",322,"PA0322/2021",23414,"CHOW YING LAI","Rheco Pharmacy Sdn Bhd [Farmasi Rheco Sdn Bhd]","606 E,Jalan Paya Terubong,11500,Air Itam,Timur Laut,Pulau Pinang","10/12/2020","1/1/2021","31/12/2021","","Borong & Runcit",5.4019168,100.2783612,"osm"
"323",323,"PA0323/2021",23415,"CHENG SHUH YI","SUPER TOP PHARMACY SDN. BHD. [SUPER TOP PHARMACY]","114 & 116,Jalan Raja Uda,12300,Butterworth,Seberang Perai Utara,Pulau Pinang","10/12/2020","1/1/2021","31/12/2021","","Runcit",5.4222687,100.3823631,"osm"
"324",324,"PA0324/2021",23416,"MUSTHOFFA SYAWWAL BIN IBRAHIM","FSR HOUSE HEALTHCARE [HOUSE PHARMACY]","29,Jalan Shahbandar 2, Bertam Perdana 3,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang","10/12/2020","1/1/2021","31/12/2021","","Runcit",5.5283799,100.4688803,"google"
"325",325,"PA0325/2021",23417,"CHEANG LAI FONG","Better Life Pharmacy [Farmasi Better Life Pharmacy]","389C,Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang","10/12/2020","1/1/2021","31/12/2021","","Runcit",5.4327975,100.3061539,"osm"
"326",326,"PA0326/2021",23418,"TAN XUN YU","Guardian Health And Beauty Sdn Bhd","100-LG-72,Queensbay Mall, Persiaran Bayan Indah,11900,Bayan Lepas,Barat Daya,Pulau Pinang","10/12/2020","1/1/2021","31/12/2021","","Runcit",5.3331774,100.3066084,"google"
"327",327,"PA0327/2021",23419,"NURUL NASHUHA BINTI JASMI","FARMASI HARMONI SHIFA SDN BHD [FARMASI HARMONI SHIFA]","5, PERSIARAN POKOK SENA,Pusat Perniagaan Pokok Sena,13220,Kepala Batas,Seberang Perai Utara,Pulau Pinang","10/12/2020","1/1/2021","31/12/2021","","Borong & Runcit",5.4885998,100.4572163,"google"
"328",328,"PA0328/2021",23420,"ARTHINI A/P NIRAKAR SINGH","Jashba Healthcare [Jashba Healthcare Sdn Bhd]","No.11,Jalan Cassia Selatan 3/3, Taman Perindustrian Batu Kawan,14110,Bandar Cassia,Seberang Perai Selatan,Pulau Pinang","10/12/2020","1/1/2021","31/12/2021","","Borong",5.2245462,100.4378613,"google"
"329",329,"PA0329/2021",23421,"JEANNETTE LEONG SU-LIN","Healthy Healthy Pharmacy Sdn Bhd [Healthy Pharmacy]","1-G-1,1-G-2,Medan Angsana 3, Bandar Baru Ayer Itam,11500,Air Itam,Timur Laut,Pulau Pinang","10/12/2020","1/1/2021","31/12/2021","","Runcit",5.389765,100.283929,"google"
"330",330,"PA0330/2021",23422,"TAN MEI LAN","Zontron Pharmaceuticals Sdn Bhd [ZONTRON]","Lot 10 & 11,Perda Industrial Park, Lorong IKS Simpang Ampat B,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang","10/12/2020","1/1/2021","31/12/2021","","Borong",5.26508,100.47411,"google"
"331",331,"PA0331/2021",23423,"LIM KIANG PENG","Health Med Pharmacy S/B [Farmasi Health Med]","308-C ,Grd Flr,Jalan Dato Ismail Hashim,11900,Bayan Lepas,Barat Daya,Pulau Pinang","15/12/2020","1/1/2021","31/12/2021","","Runcit",5.3045307,100.2629692,"google"
"332",332,"PA0332/2021",23424,"TEOH SOO TEIK","FARMASI PRAI SDN BHD [FARMASI PRAI SDN BHD]","46,Lebuh Kurau 3, Taman Chai Leng,13700,Perai,Seberang Perai Tengah,Pulau Pinang","15/12/2020","1/1/2021","31/12/2021","","Runcit",5.3855573,100.3920302,"osm"
"333",333,"PA0333/2021",23425,"PHNEH ZHING BOON","Adventist Hospital & Clinic Services (M) [Penang Adventist Hospital]","465,Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang","15/12/2020","1/1/2021","31/12/2021","","Runcit",5.4314119,100.304825698411,"osm"
"334",334,"PA0334/2021",23426,"NUR IZZATI BINTI MOHAMAD SHARIF","IZZY CARE PHARMACY","26,Jalan Sutera 3, Taman Sutera,13700,Seberang Jaya,Seberang Perai Tengah,Pulau Pinang","15/12/2020","1/1/2021","31/12/2021","","Runcit",5.3828337,100.4072741,"google"
"335",335,"PA0335/2021",23427,"SIVASANKARI A/P RAMAN","B.BRAUN MEDICAL INDUSTRIES SDN. BHD [B. BRAUN]","N/A,Bayan Lepas Free Industrial Zone (Fasa 2),11900,Bayan Lepas,Barat Daya,Pulau Pinang","15/12/2020","1/1/2021","31/12/2021","","Borong",5.308987,100.2832409,"google"
"336",336,"PA0336/2021",23428,"ZURAIDA BINTI MANSOR","Farmasi Harmoni [FARMASI HARMONI]","62,Lorong Perda Utama 1, Bandar Perda,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang","15/12/2020","1/1/2021","31/12/2021","","Runcit",5.36717,100.4317909,"osm"
"337",337,"PA0337/2021",23429,"OOI YAH LING","Farmasi Ubatku Sdn Bhd [Ubatku Pharmacy]","100-LG-16,Queensbay Mall, Persiaran Bayan Indah,11900,Bayan Lepas,Barat Daya,Pulau Pinang","15/12/2020","1/1/2021","31/12/2021","","Runcit",5.3331774,100.3066084,"google"
"338",338,"PA0338/2021",23430,"GAN CHU LING","Blooming Health Pharmacy Sdn Bhd [Georgetown Pharmacy]","62-1 and 62A-1 Farlim Square,Jalan Pisang Berangan,11500,Air Itam,Timur Laut,Pulau Pinang","15/12/2020","1/1/2021","31/12/2021","","Runcit",5.3968592,100.2862642,"google"
"339",339,"PA0339/2021",23431,"VISPANATHAN A/L AINIMAN","TERAPUTICS SDN BHD [TERAPUTICS SDN BHD]","LOT 10 & 11,Perda Industrial Park, Lorong IKS Simpang Ampat B,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang","15/12/2020","1/1/2021","31/12/2021","","Borong",5.26508,100.47411,"google"
"340",340,"PA0340/2021",23432,"PARVINNESH A/L SANTHA KUMAR","Pharmacy Medilife [Pharmacy Medilife]","NO3,R-01-12A,Setia Triangle, Persiaran Kelicap,11900,Bayan Lepas,Barat Daya,Pulau Pinang","15/12/2020","1/1/2021","31/12/2021","","Borong & Runcit",5.3021216,100.2596902,"google"
"341",341,"PA0341/2021",23433,"FONG HOOI LING","FARMASI ALDOR [FARMASI ALDOR]","925-U, MK13, RELAU,Jalan Paya Terubong,11900,Bayan Lepas,Barat Daya,Pulau Pinang","15/12/2020","1/1/2021","31/12/2021","","Runcit",5.339236,100.2744265,"google"
"342",342,"PA0342/2021",23434,"KOH SEOK HONG","ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO]","NO 52A,Lintang Angsana,11500,Farlim,Timur Laut,Pulau Pinang","15/12/2020","1/1/2021","31/12/2021","","Borong & Runcit",5.3890118,100.2821053,"google"
"343",343,"PA0343/2021",23435,"YEOH HUI CHIN","D' Light Pharmacy Sdn. Bhd.","142-F,Jalan Burma,10050,Georgetown,Timur Laut,Pulau Pinang","15/12/2020","1/1/2021","31/12/2021","","Runcit",5.4213519,100.3247307,"osm"
"344",344,"PA0344/2021",23436,"LIM CHUNG MING","FARMASI ALDOR [FARMASI ALDOR]","88C-00-11 TAMAN SERI RELAU,Jalan Paya Terubong,11900,Bayan Lepas,Barat Daya,Pulau Pinang","15/12/2020","1/1/2021","31/12/2021","","Runcit",5.3361443,100.2751413,"google"
"345",345,"PA0345/2021",23437,"TAN KOK WEI","Be Be Pharmacy PLT [Be Be Pharmacy ]","69,Lintang Sungai Pinang,10150,Georgetown,Timur Laut,Pulau Pinang","15/12/2020","1/1/2021","31/12/2021","","Runcit",5.4039673,100.3216808,"osm"
"346",346,"PA0346/2021",23438,"KHO ZHI MIN","RHECO PHARMACY SDN. BHD. [FARMASI RHECO]","11,Jalan Relau,11900,Bayan Lepas,Barat Daya,Pulau Pinang","15/12/2020","1/1/2021","31/12/2021","","Runcit",5.3330929,100.292671,"google"
"347",347,"PA0347/2021",23439,"LOH CHEE FAI","Watson's Personal Care Stores Sdn Bhd","170-B1-19,Gurney Plaza, Persiaran Gurney,10250,Georgetown,Timur Laut,Pulau Pinang","15/12/2020","1/1/2021","31/12/2021","","Runcit",5.4307099,100.3195575,"google"
"348",348,"PA0348/2021",23440,"AUDREY LAU LEE LING","GUARDIAN HEALTH AND BEAUTY SDN BHD [GUARDIAN PHARMACY]","1820-G1,Jalan Perusahaan, Auto City, North-south Highway, Juru Interchange,13600,Perai,Seberang Perai Tengah,Pulau Pinang","15/12/2020","1/1/2021","31/12/2021","","Runcit",5.3378865,100.4286675,"google"
