Bil.,No. Daftar,No. Lesen,Nama Pemegang Lesen,Nama Premis,Alamat Premis,Tarikh Lesen Dikeluarkan,Tarikh Kuatkuasa Lesen,Tarikh Luput Lesen,Tarikh Pembatalan lesen,Jenis Perniagaan
303,PA0303/2021,23395,OOI KHOON CHONG,Wise Pharmacy Sdn Bhd [Wise Pharmacy Sdn Bhd],"5093,Jalan Telaga Air,12200,Butterworth,Seberang Perai Utara,Pulau Pinang",7/12/2020,1/1/2021,31/12/2021,,Runcit
304,PA0304/2021,23396,DUHASHINEY A/P VEERA SUNDARAN,CHONG PHARMACY SDN BHD [CHONG PHARMACY],"48,Jalan Keruing, Kawasan Perniagaan Simpang Ampat,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang",7/12/2020,1/1/2021,31/12/2021,,Runcit
305,PA0305/2021,23397,SOO HUI TENG,Malaysian Pharmaceutical Industries Sdn Bhd,"Plot 14,Lebuhraya Kampung Jawa,11900,Bayan Lepas,Barat Daya,Pulau Pinang",7/12/2020,1/1/2021,31/12/2021,,Borong
306,PA0306/2021,23398,MICHELLE YEOH YENN LYNN,Syarikat Tunas Pantai Sdn Bhd (Pantai Hospital Penang) [Pantai Hospital Penang],"82,Jalan Tengah,11900,Bayan Lepas,Barat Daya,Pulau Pinang",7/12/2020,1/1/2021,31/12/2021,,Runcit
307,PA0307/2021,23399,STANLEY POH YIK JUIN,B.BRAUN MEDICAL INDUSTRIES SDN. BHD [B. BRAUN],"N/A,Bayan Lepas Free Industrial Zone (Fasa 2),11900,Bayan Lepas,Barat Daya,Pulau Pinang",7/12/2020,1/1/2021,31/12/2021,,Borong
308,PA0308/2021,23400,DURGA DEVI A/P PERMALU,PURE PHARMACY SDN BHD [PURE PHARMACY],"88,Jalan Penang,10000,Georgetown,Timur Laut,Pulau Pinang",7/12/2020,1/1/2021,31/12/2021,,Borong & Runcit
309,PA0309/2021,23401,KEU HENG CHAO,AXIS PHARMACY,"129,Jalan Burma,10050,Georgetown,Timur Laut,Pulau Pinang",7/12/2020,1/1/2021,31/12/2021,,Runcit
310,PA0310/2021,23402,CHOY SIEW PENG,LOH GUAN LYE & SONS SDN BHD [LOH GUAN LYE SPECIALIST CENTRE],"238,Jalan Macalister,10400,Georgetown,Timur Laut,Pulau Pinang",7/12/2020,1/1/2021,31/12/2021,,Runcit
311,PA0311/2021,23403,LAI PEI THONG,B.BRAUN MEDICAL INDUSTRIES SDN. BHD [B. BRAUN],"N/A,Bayan Lepas Free Industrial Zone (Fasa 2),11900,Bayan Lepas,Barat Daya,Pulau Pinang",7/12/2020,1/1/2021,31/12/2021,,Borong
312,PA0312/2021,23404,PRIYAH A/P WILSON,B.BRAUN MEDICAL INDUSTRIES SDN. BHD [B. BRAUN],"N/A,Bayan Lepas Free Industrial Zone (Fasa 2),11900,Bayan Lepas,Barat Daya,Pulau Pinang",7/12/2020,1/1/2021,31/12/2021,,Borong
313,PA0313/2021,23405,ENG CHEIW CHEW,FARMASI TANJUNG BUNGAH,"2H-G,Jalan Lembah Permai,11200,Tanjong Bungah,Timur Laut,Pulau Pinang",7/12/2020,1/1/2021,31/12/2021,,Runcit
314,PA0314/2021,23406,NAH BEE CHYI,GREEN TREES PHARMACY SDN BHD [GEORGETOWN PHARMACY],"104,Jalan Besar,11000,Balik Pulau,Barat Daya,Pulau Pinang",7/12/2020,1/1/2021,31/12/2021,,Runcit
315,PA0315/2021,23407,TEOH CHIN SEE,Island Hospital Sdn Bhd [Island Hospital],"308,Jalan Macalister,10450,Georgetown,Timur Laut,Pulau Pinang",8/12/2020,1/1/2021,31/12/2021,,Runcit
316,PA0316/2021,23408,NUR FARAH WAHIDA BINTI MOHD SAFKI,MYANGKASA FARMASI SDN BHD [COOP Farmasi],"No 31,Jalan Dagangan 11, Pusat Bandar Bertam Perdana,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang",8/12/2020,1/1/2021,31/12/2021,,Runcit
317,PA0317/2021,23409,SHARLENE BEH SUET SHING,Guardian Health & Beauty Sdn. Bhd. [GUARDIAN PHARMACY],"126, GROUND FLOOR PENANG PLAZA,Jalan Burma,10050,Georgetown,Timur Laut,Pulau Pinang",8/12/2020,1/1/2021,31/12/2021,,Runcit
318,PA0318/2021,23410,TEH YIEH SYIN,GREEN TREES PHARMACY SDN BHD [GEORGETOWN PHARMACY],"104,Jalan Besar,11000,Balik Pulau,Barat Daya,Pulau Pinang",9/12/2020,1/1/2021,31/12/2021,,Runcit
319,PA0319/2021,23411,AHMAD KAMAL ARIFFIN BIN ABDUL JAMIL,AFIMI HEALTHCARE [FARMASI AFIMI],"23,JALAN KOMERSIAL 2, PUSAT KOMERSIAL TASEK GELUGOR,13300,Tasek Gelugor,Seberang Perai Utara,Pulau Pinang",9/12/2020,1/1/2021,31/12/2021,,Runcit
320,PA0320/2021,23412,TAN HOOI NI,GREEN TREES PHARMACY SDN BHD [GEORGETOWN PHARMACY],"104,Jalan Besar,11000,Balik Pulau,Barat Daya,Pulau Pinang",9/12/2020,1/1/2021,31/12/2021,,Runcit
321,PA0321/2021,23413,CHENG MEOW YU,B Braun Medical Supplies Sdn Bhd [B Braun],"N/A,Bayan Lepas Free Industrial Zone,10810,Bayan Lepas,Barat Daya,Pulau Pinang",9/12/2020,1/1/2021,31/12/2021,,Borong
322,PA0322/2021,23414,CHOW YING LAI,Rheco Pharmacy Sdn Bhd [Farmasi Rheco Sdn Bhd],"606 E,Jalan Paya Terubong,11500,Air Itam,Timur Laut,Pulau Pinang",10/12/2020,1/1/2021,31/12/2021,,Borong & Runcit
323,PA0323/2021,23415,CHENG SHUH YI,SUPER TOP PHARMACY SDN. BHD. [SUPER TOP PHARMACY],"114 & 116,Jalan Raja Uda,12300,Butterworth,Seberang Perai Utara,Pulau Pinang",10/12/2020,1/1/2021,31/12/2021,,Runcit
324,PA0324/2021,23416,MUSTHOFFA SYAWWAL BIN IBRAHIM,FSR HOUSE HEALTHCARE [HOUSE PHARMACY],"29,Jalan Shahbandar 2, Bertam Perdana 3,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang",10/12/2020,1/1/2021,31/12/2021,,Runcit
325,PA0325/2021,23417,CHEANG LAI FONG,Better Life Pharmacy [Farmasi Better Life Pharmacy],"389C,Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang",10/12/2020,1/1/2021,31/12/2021,,Runcit
326,PA0326/2021,23418,TAN XUN YU,Guardian Health And Beauty Sdn Bhd,"100-LG-72,Queensbay Mall, Persiaran Bayan Indah,11900,Bayan Lepas,Barat Daya,Pulau Pinang",10/12/2020,1/1/2021,31/12/2021,,Runcit
327,PA0327/2021,23419,NURUL NASHUHA BINTI JASMI,FARMASI HARMONI SHIFA SDN BHD [FARMASI HARMONI SHIFA],"5, PERSIARAN POKOK SENA,Pusat Perniagaan Pokok Sena,13220,Kepala Batas,Seberang Perai Utara,Pulau Pinang",10/12/2020,1/1/2021,31/12/2021,,Borong & Runcit
328,PA0328/2021,23420,ARTHINI A/P NIRAKAR SINGH,Jashba Healthcare [Jashba Healthcare Sdn Bhd],"No.11,Jalan Cassia Selatan 3/3, Taman Perindustrian Batu Kawan,14110,Bandar Cassia,Seberang Perai Selatan,Pulau Pinang",10/12/2020,1/1/2021,31/12/2021,,Borong
329,PA0329/2021,23421,JEANNETTE LEONG SU-LIN,Healthy Healthy Pharmacy Sdn Bhd [Healthy Pharmacy],"1-G-1,1-G-2,Medan Angsana 3, Bandar Baru Ayer Itam,11500,Air Itam,Timur Laut,Pulau Pinang",10/12/2020,1/1/2021,31/12/2021,,Runcit
330,PA0330/2021,23422,TAN MEI LAN,Zontron Pharmaceuticals Sdn Bhd [ZONTRON],"Lot 10 & 11,Perda Industrial Park, Lorong IKS Simpang Ampat B,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang",10/12/2020,1/1/2021,31/12/2021,,Borong
331,PA0331/2021,23423,LIM KIANG PENG,Health Med Pharmacy S/B [Farmasi Health Med],"308-C ,Grd Flr,Jalan Dato Ismail Hashim,11900,Bayan Lepas,Barat Daya,Pulau Pinang",15/12/2020,1/1/2021,31/12/2021,,Runcit
332,PA0332/2021,23424,TEOH SOO TEIK,FARMASI PRAI SDN BHD [FARMASI PRAI SDN BHD],"46,Lebuh Kurau 3, Taman Chai Leng,13700,Perai,Seberang Perai Tengah,Pulau Pinang",15/12/2020,1/1/2021,31/12/2021,,Runcit
333,PA0333/2021,23425,PHNEH ZHING BOON,Adventist Hospital & Clinic Services (M) [Penang Adventist Hospital],"465,Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang",15/12/2020,1/1/2021,31/12/2021,,Runcit
334,PA0334/2021,23426,NUR IZZATI BINTI MOHAMAD SHARIF,IZZY CARE PHARMACY,"26,Jalan Sutera 3, Taman Sutera,13700,Seberang Jaya,Seberang Perai Tengah,Pulau Pinang",15/12/2020,1/1/2021,31/12/2021,,Runcit
335,PA0335/2021,23427,SIVASANKARI A/P RAMAN,B.BRAUN MEDICAL INDUSTRIES SDN. BHD [B. BRAUN],"N/A,Bayan Lepas Free Industrial Zone (Fasa 2),11900,Bayan Lepas,Barat Daya,Pulau Pinang",15/12/2020,1/1/2021,31/12/2021,,Borong
336,PA0336/2021,23428,ZURAIDA BINTI MANSOR,Farmasi Harmoni [FARMASI HARMONI],"62,Lorong Perda Utama 1, Bandar Perda,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",15/12/2020,1/1/2021,31/12/2021,,Runcit
337,PA0337/2021,23429,OOI YAH LING,Farmasi Ubatku Sdn Bhd [Ubatku Pharmacy],"100-LG-16,Queensbay Mall, Persiaran Bayan Indah,11900,Bayan Lepas,Barat Daya,Pulau Pinang",15/12/2020,1/1/2021,31/12/2021,,Runcit
338,PA0338/2021,23430,GAN CHU LING,Blooming Health Pharmacy Sdn Bhd [Georgetown Pharmacy],"62-1 and 62A-1 Farlim Square,Jalan Pisang Berangan,11500,Air Itam,Timur Laut,Pulau Pinang",15/12/2020,1/1/2021,31/12/2021,,Runcit
339,PA0339/2021,23431,VISPANATHAN A/L AINIMAN,TERAPUTICS SDN BHD [TERAPUTICS SDN BHD],"LOT 10 & 11,Perda Industrial Park, Lorong IKS Simpang Ampat B,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang",15/12/2020,1/1/2021,31/12/2021,,Borong
340,PA0340/2021,23432,PARVINNESH A/L SANTHA KUMAR,Pharmacy Medilife [Pharmacy Medilife],"NO3,R-01-12A,Setia Triangle, Persiaran Kelicap,11900,Bayan Lepas,Barat Daya,Pulau Pinang",15/12/2020,1/1/2021,31/12/2021,,Borong & Runcit
341,PA0341/2021,23433,FONG HOOI LING,FARMASI ALDOR [FARMASI ALDOR],"925-U, MK13, RELAU,Jalan Paya Terubong,11900,Bayan Lepas,Barat Daya,Pulau Pinang",15/12/2020,1/1/2021,31/12/2021,,Runcit
342,PA0342/2021,23434,KOH SEOK HONG,ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO],"NO 52A,Lintang Angsana,11500,Farlim,Timur Laut,Pulau Pinang",15/12/2020,1/1/2021,31/12/2021,,Borong & Runcit
343,PA0343/2021,23435,YEOH HUI CHIN,D' Light Pharmacy Sdn. Bhd.,"142-F,Jalan Burma,10050,Georgetown,Timur Laut,Pulau Pinang",15/12/2020,1/1/2021,31/12/2021,,Runcit
344,PA0344/2021,23436,LIM CHUNG MING,FARMASI ALDOR [FARMASI ALDOR],"88C-00-11 TAMAN SERI RELAU,Jalan Paya Terubong,11900,Bayan Lepas,Barat Daya,Pulau Pinang",15/12/2020,1/1/2021,31/12/2021,,Runcit
345,PA0345/2021,23437,TAN KOK WEI,Be Be Pharmacy PLT [Be Be Pharmacy ],"69,Lintang Sungai Pinang,10150,Georgetown,Timur Laut,Pulau Pinang",15/12/2020,1/1/2021,31/12/2021,,Runcit
346,PA0346/2021,23438,KHO ZHI MIN,RHECO PHARMACY SDN. BHD. [FARMASI RHECO],"11,Jalan Relau,11900,Bayan Lepas,Barat Daya,Pulau Pinang",15/12/2020,1/1/2021,31/12/2021,,Runcit
347,PA0347/2021,23439,LOH CHEE FAI,Watson's Personal Care Stores Sdn Bhd,"170-B1-19,Gurney Plaza, Persiaran Gurney,10250,Georgetown,Timur Laut,Pulau Pinang",15/12/2020,1/1/2021,31/12/2021,,Runcit
348,PA0348/2021,23440,AUDREY LAU LEE LING,GUARDIAN HEALTH AND BEAUTY SDN BHD [GUARDIAN PHARMACY],"1820-G1,Jalan Perusahaan, Auto City, North-south Highway, Juru Interchange,13600,Perai,Seberang Perai Tengah,Pulau Pinang",15/12/2020,1/1/2021,31/12/2021,,Runcit
349,PA0349/2021,23441,JIMMY CHAN WEI KIT,SRI RAMBAI PHARMACY SDN BHD [SRI RAMBAI PHARMACY SDN BHD],"58,Jalan Tembikai, Taman Mutiara,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",15/12/2020,1/1/2021,31/12/2021,,Borong & Runcit
350,PA0350/2021,23442,KELVIN TOH JIN KOOI,LOH GUAN LYE & SONS SDN BHD [LOH GUAN LYE SPECIALIST CENTRE],"238,Jalan Macalister,10400,Georgetown,Timur Laut,Pulau Pinang",15/12/2020,1/1/2021,31/12/2021,,Runcit
351,PA0351/2021,23443,TAN ZHEN YAO,FARMASI SRI NIBONG SDN BHD [GEORGETOWN PHARMACY],"72,Jalan Aziz Ibrahim,11900,Bayan Lepas,Barat Daya,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,24/03/2021,Runcit
352,PA0352/2021,23444,KHOO GEOK PING,FARMASI SRI NIBONG SDN BHD [GEORGETOWN PHARMACY],"72,Jalan Aziz Ibrahim,11900,Bayan Lepas,Barat Daya,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,8/4/2021,Runcit
353,PA0353/2021,23445,KASMA BINTI KAMIS,Farmasi Sri Pinang [Farmasi Sri Pinang],"No 10,Jalan Seri Pinang, Taman Seri Pinang,13020,Butterworth,Seberang Perai Utara,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,,Runcit
354,PA0354/2021,23446,LEE HUEY MING,Pure Pharmacy Sdn Bhd,"98-G-13, Prima Tanjung Business Centre,Jalan Fettes,11200,Tanjong Bungah,Timur Laut,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,,Runcit
355,PA0355/2021,23447,BOEY HUAN CHING,Farmasi Sri Nibong Sdn Bhd [Georgetown Pharmacy],"110-01-03,Persiaran Bayan Indah, Summerton,11900,Bayan Lepas,Barat Daya,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,5/5/2021,Runcit
356,PA0356/2021,23448,SIVAGAMI A/P KANAPATHY,M Pharmacy,"3199,Jalan Maju, Pusat Perniagaan Maju Utama,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,,Runcit
357,PA0357/2021,23449,LEE JIA SHIEN,TK Dental Trading,"488B-03-24 Midlands Park Centre,Jalan Burma,10350,Georgetown,Timur Laut,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,,Borong
358,PA0358/2021,23450,YUSRIDA BINTI DARWIS,Usains Biomics Laboratory Testing Services Sdn Bhd,"Suite 016, 018, 038,118, 120, 124, 140A and 140B, Eureka Complex,Universiti Sains Malaysia,11800,Gelugor,Timur Laut,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,,Borong
359,PA0359/2021,23451,CHERYLENE ANN BRUYNS,The Pill House Pharmacy Sdn Bhd [Georgetown Pharmacy],"306-D-1,Jalan Dato Ismail Hashim,11900,Sungai Ara,Barat Daya,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,,Runcit
360,PA0360/2021,23452,TAY CHIN CHING,FARMASI SRI NIBONG SDN BHD [GEORGETOWN PHARMACY],"52,Jalan Mahsuri,11950,Bayan Baru,Barat Daya,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,2/2/2021,Runcit
361,PA0361/2021,23453,TAN WEI JEN,HTM Pharmacy (Bukit Mertajam) Sdn. Bhd.,"no.5, Ground Floor,Jalan Lembah Permai 1, Taman Lembah Permai,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,,Runcit
362,PA0362/2021,23454,KWAN PIK NA,Fuji Acre Sdn Bhd [Caring Pharmacy],"Lot 163D-LG-01B,Gurney Paragon Mall, Persiaran Gurney,10250,Georgetown,Timur Laut,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,,Runcit
363,PA0363/2021,23455,LIM CHIA SHUEN,VCARE PHARMACY,"6926 GF & 6926 1st Floor,Jalan Ong Yi How,13400,Butterworth,Seberang Perai Utara,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,,Runcit
364,PA0364/2021,23456,TEOH SIN YEE,ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO],"110-01-01,Persiaran Bayan Indah, Summerton,11900,Bayan Lepas,Barat Daya,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,,Runcit
365,PA0365/2021,23457,GUAY SHIAU WEI,GUARDIAN HEALTH AND BEAUTY [GUARDIAN PHARMACY],"78-G-10 & 78-G-11,Jalan Tengah, Giant Hypermarket Bayan Baru,11900,Bayan Lepas,Barat Daya,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,,Runcit
366,PA0366/2021,23458,ANG TEOW CHANG,WATSON'S PERSONAL CARE STORES SDN. BHD. [WATSONS],"1-1-18 &19 Tesco Penang,Lebuh Tengku Kudin 1, Bandar Jelutong,11700,Gelugor,Timur Laut,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,,Runcit
367,PA0367/2021,23459,LAI YAN WON,Panfast Marketing (M) Sdn Bhd [Panfast Marketing (M) Sdn Bhd],"1102,Penang Science Park,Jalan Perindustrian Bukit Minyak 18, Taman Perindustrian Bukit Minyak,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,,Borong & Runcit
368,PA0368/2021,23460,OOI YIN HONG,WELLINGS PHARMACY SDN BHD [WELLINGS PHARMACY ],"NO. 7/9,Marble Arch, Jalan Pasar, Pulau Tikus,10350,Georgetown,Timur Laut,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,,Runcit
369,PA0369/2021,23461,ANG TZE XIUAN,SIANG PHARMACY SDN BHD [SIANG PHARMACY],"22,Lebuh Kurau 3, Taman Chai Leng,13700,Perai,Seberang Perai Tengah,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,,Runcit
370,PA0370/2021,23462,YONG YIN WAH,Dia Pro Sdn Bhd [BM Lab],"28,Jalan Betik Manis,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,,Borong
371,PA0371/2021,23463,KHOR CHIN POO,FARMASI ANG & ANG [FARMASI ANG & ANG],"25,Jalan Kendi, Taman Merak Jaya,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,,Runcit
372,PA0372/2021,23464,LEE SUE JEN,LIGHTHOUSE PHARMACY [LIGHTHOUSE PHARMACY],"7,Lintang Merak, Sungai Dua,11700,Gelugor,Timur Laut,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,,Runcit
373,PA0373/2021,23465,LIAN CHIA LYNN,FARMASI SRI NIBONG SDN BHD [GEORGETOWN PHARMACY],"72,Jalan Aziz Ibrahim,11900,Bayan Lepas,Barat Daya,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,21/01/2021,Runcit
374,PA0374/2021,23466,NG GAO FU,Siang Pharmacy Sdn. Bhd [Siang Pharmacy],"1378 & 1379,Jalan Sungai Bakap, Taman Sungai Bakap Permai,14200,Sungai Bakap,Seberang Perai Selatan,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,21/01/2021,Runcit
375,PA0375/2021,23467,TEH SOO MEI,SIANG PHARMACY SDN.BHD. [SIANG PHARMACY],"2& 2A,Jalan Usahawan 4, Pusat Perniagaan Kepala Batas,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,,Runcit
376,PA0376/2021,23468,ANG SHEN CHAEI,FARMASI SRI NIBONG SDN BHD [GEORGETOWN PHARMACY],"72,Jalan Aziz Ibrahim,11900,Bayan Lepas,Barat Daya,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,24/03/2021,Runcit
377,PA0377/2021,23469,LAI TING YI,JION RX SDN BHD [JION PHARMACY],"1-1-38 & 39, IDEAL AVENUE,Medan Kampung Relau 1,11900,Bayan Lepas,Barat Daya,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,,Runcit
378,PA0378/2021,23470,CHEE WEI YEEN,ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO],"110-01-01,Persiaran Bayan Indah, Summerton,11900,Bayan Lepas,Barat Daya,Pulau Pinang",18/12/2020,1/1/2021,31/12/2021,,Runcit
379,PA0379/2021,23471,TEOH WAN THENG,Jion RX Sdn Bhd [Jion Pharmacy],"165-G-1,Jalan Macalister,10400,Georgetown,Timur Laut,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,,Runcit
380,PA0380/2021,23472,RAVINDRAN A/L PARASURAMAN,Mount Miriam Cancer Hospital,"23,Jalan Bulan, Fettes Park,11200,Tanjong Bungah,Timur Laut,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,,Runcit
381,PA0381/2021,23473,NOR AZURA BINTI ABDUL GHANI,Zuera Pharma [Farmasi Zuera],"10A,Lorong Bertam Indah 12, Taman Bertam Indah,13200,Kepala Batas,Seberang Perai Utara,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,,Runcit
382,PA0382/2021,23474,CHEN LI LI,Medical Innovation Ventures Sdn. Bhd. [Mediven],"Aras 4, Bangunan Biofarmaseutikal, Institut Farmaseutikal & Nutraseutikal Malaysia,Halaman Bukit Gambir,11700,Gelugor,Timur Laut,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,,Borong
383,PA0383/2021,23475,ANG YII GIIN,VECARE PHARMACY (BM) SDN. BHD. [VECARE PHAARMACY],"103,Jalan Perniagaan Gemilang 1, Pusat Perniagaan Gemilang,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,,Runcit
384,PA0384/2021,23476,FUNG MOM NI,VECARE PHARMACY (SG DUA) SDN BHD [FARMASI VECARE PHARMACY SDN BHD],"14,Jalan Murni 1, Taman Desa Murni,13800,Butterworth,Seberang Perai Utara,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,,Runcit
385,PA0385/2021,23477,LIM SUE CIN,Jion RX Sdn Bhd [Jion Pharmacy],"165-G-1,Jalan Macalister,10400,Georgetown,Timur Laut,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,15/02/2021,Runcit
386,PA0386/2021,23478,CARYN TAN YEE SHAO,VECARE PHARMACY (PENAGA) SDN BHD,"11,Jalan Seri Muda, Pusat Perniagaan Seri Muda,13100,Penaga,Seberang Perai Utara,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,,Runcit
387,PA0387/2021,23479,LIAM KAH THIAM,Pure Health Pharmacy Sdn Bhd [Georgetown Pharmacy],"2381,Jalan Rozhan, Taman Impian,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,,Runcit
388,PA0388/2021,23480,GURJIT KAUR A/P FUKUAN SINGH,Farmasi Bagan Sdn Bhd,"157,Medan Kikik 1, Taman Inderawasih,13600,Perai,Seberang Perai Tengah,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,,Runcit
389,PA0389/2021,23481,LIM CHING WEI,JION RX SDN BHD [JION PHARMACY],"1-1-38 & 39, IDEAL AVENUE,Medan Kampung Relau 1,11900,Bayan Lepas,Barat Daya,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,15/02/2021,Runcit
390,PA0390/2021,23482,LOCK SHU YIN,Jion RX Sdn Bhd [Jion Pharmacy],"165-G-1,Jalan Macalister,10400,Georgetown,Timur Laut,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,,Runcit
391,PA0391/2021,23483,KUAH CHEK HEAN,SIANG PHARMACY SDN. BHD. [SIANG PHARMACY],"11,Lorong Jawi Jaya 3, Taman Jawi Jaya,14200,Sungai Jawi,Seberang Perai Selatan,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,22/02/2021,Borong
392,PA0392/2021,23484,CHOO HOOI FOON,Leo Pharmacy Sdn Bhd,"294-G-12, Sunshine Farlim Shopping Mall,Jalan Thean Teik,11500,Air Itam,Timur Laut,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,,Runcit
393,PA0393/2021,23485,TAN CHIN CHIN,Watson's Personal Care Stores Sdn Bhd [Watsons Pharmacy],"LG21&LG22 SUNWAY CARNIVAL MALL,Jalan Todak,13700,Seberang Jaya,Seberang Perai Tengah,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,,Runcit
394,PA0394/2021,23486,LOW PHEI CHING,SIANG PHARMACY SDN BHD [SIANG PHARMACY],"1690,JALAN BESAR,14000,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,15/03/2021,Runcit
395,PA0395/2021,23487,QUAH CHIEN KANG,ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO],"332H-1 (GROUND FLOOR),Jalan Perak,11600,Georgetown,Timur Laut,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,,Runcit
396,PA0396/2021,23488,CHEN YAN CONG,ALPRO ALLIANCE (PENANG) SDN BHD [FARMASI ALPRO],"NO 72,Jalan Besar,11000,Balik Pulau,Barat Daya,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,,Runcit
397,PA0397/2021,23489,TRICIA KHOO KAH MAE,Syarikat Tunas Pantai Sdn Bhd (Pantai Hospital Penang) [Pantai Hospital Penang],"82,Jalan Tengah,11900,Bayan Baru,Barat Daya,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,,Runcit
398,PA0398/2021,23490,NG TZE I,Thye Pharma Sdn Bhd,"No. 2,Lorong Industri Ringan Permatang Tinggi 8, Kawasan Industri Ringan Permatang Tinggi,14000,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,,Borong & Runcit
399,PA0399/2021,23491,PRISTA RAMSKAY A/P SEGAR,M PHARMACY SDN. BHD. [M PHARMACY],"1-G-1,Jalan Seri Tanjung Pinang 1,10470,Tanjung Tokong,Timur Laut,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,,Runcit
400,PA0400/2021,23492,HO CHING YEE,VECARE PHARMACY (SG DUA) SDN BHD [FARMASI VECARE PHARMACY SDN BHD],"14,Jalan Murni 1, Taman Desa Murni,13800,Butterworth,Seberang Perai Utara,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,,Runcit
401,PA0401/2021,23493,GOH SEOK LIANG,BERRY PHARMACY,"1,3GF,JALAN MACHANG BUBOK,14020,Bukit Mertajam,Seberang Perai Tengah,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,,Runcit
402,PA0402/2021,23494,TEOH CHAI YUN,Bioxis Sdn Bhd [Bioxis Sdn Bhd],"1241,Jalan Perindustrian Bukit Minyak 8, Taman Perindustrian Bukit Minyak,14100,Simpang Ampat,Seberang Perai Selatan,Pulau Pinang",23/12/2020,1/1/2021,31/12/2021,,Borong
